Lon Lat vE vN
21.05 38.25 14.10 -1.10
21.10 38.25 13.94 -1.58
21.15 38.25 13.80 -2.03
21.20 38.25 13.68 -2.46
21.25 38.25 13.58 -2.87
21.30 38.25 13.50 -3.19
21.35 38.25 13.38 -3.27
21.40 38.25 13.65 -2.36
21.45 38.25 13.73 -0.86
21.50 38.25 13.67 -0.01
21.55 38.25 13.55 0.40
21.60 38.25 13.44 0.28
21.65 38.25 13.01 -0.70
21.70 38.25 11.20 -3.56
21.75 38.25 9.21 -6.42
21.80 38.25 8.59 -7.32
21.85 38.25 8.96 -7.64
21.90 38.25 9.41 -8.49
21.95 38.25 9.61 -9.04
22.00 38.25 9.70 -9.27
22.05 38.25 9.78 -8.89
22.10 38.25 9.80 -7.99
22.15 38.25 9.73 -6.87
22.20 38.25 9.71 -5.04
22.25 38.25 9.80 -3.91
22.30 38.25 9.84 -3.64
22.35 38.25 9.83 -3.59
22.40 38.25 9.73 -3.63
22.45 38.25 9.60 -3.90
22.50 38.25 9.56 -4.26
22.55 38.25 9.56 -4.42
22.60 38.25 9.54 -4.62
22.65 38.25 9.48 -4.93
22.70 38.25 9.41 -5.30
22.75 38.25 9.31 -5.59
22.80 38.25 9.19 -5.80
22.85 38.25 9.04 -5.95
22.90 38.25 9.01 -6.26
22.95 38.25 8.96 -6.66
23.00 38.25 8.92 -7.11
23.05 38.25 8.87 -7.58
23.10 38.25 8.86 -7.98
23.15 38.25 8.84 -8.41
23.20 38.25 8.82 -8.76
23.25 38.25 8.86 -8.94
23.30 38.25 8.86 -9.08
23.35 38.25 8.83 -9.23
23.40 38.25 8.87 -9.42
23.45 38.25 8.84 -9.66
23.50 38.25 8.86 -9.81
23.55 38.25 8.91 -9.92
23.60 38.25 8.94 -10.02
23.65 38.25 8.97 -10.16
23.70 38.25 8.98 -10.35
23.75 38.25 9.01 -10.56
23.80 38.25 9.03 -10.77
23.85 38.25 9.03 -10.95
23.90 38.25 9.03 -11.15
23.95 38.25 9.00 -11.28
24.00 38.25 8.96 -11.34
24.05 38.25 8.94 -11.36
24.10 38.25 8.93 -11.37
24.15 38.25 8.94 -11.40
24.20 38.25 8.93 -11.46
24.25 38.25 8.92 -11.54
20.30 38.30 16.68 5.45
20.35 38.30 16.72 5.37
20.40 38.30 16.69 5.26
20.45 38.30 16.67 5.04
20.50 38.30 16.60 4.78
20.55 38.30 16.49 4.44
20.60 38.30 16.39 4.02
20.65 38.30 16.30 3.50
20.70 38.30 16.17 2.96
20.75 38.30 15.98 2.38
20.80 38.30 15.75 1.79
20.85 38.30 15.49 1.22
20.90 38.30 15.22 0.65
20.95 38.30 14.99 0.09
21.00 38.30 14.78 -0.44
21.05 38.30 14.61 -0.95
21.10 38.30 14.45 -1.43
21.15 38.30 14.31 -1.89
21.20 38.30 14.17 -2.31
21.25 38.30 14.10 -2.72
21.30 38.30 13.97 -2.90
21.35 38.30 13.51 -1.39
21.40 38.30 13.64 0.17
21.45 38.30 13.73 0.79
21.50 38.30 13.77 1.29
21.55 38.30 13.88 1.55
21.60 38.30 14.05 1.65
21.65 38.30 14.15 1.64
21.70 38.30 13.74 1.28
21.75 38.30 11.69 -1.09
21.80 38.30 9.48 -4.47
21.85 38.30 9.16 -6.80
21.90 38.30 9.38 -8.13
21.95 38.30 9.75 -7.77
22.00 38.30 10.09 -6.32
22.05 38.30 10.17 -4.47
22.10 38.30 10.15 -2.76
22.15 38.30 10.00 -1.70
22.20 38.30 9.85 -1.73
22.25 38.30 9.93 -2.07
22.30 38.30 9.98 -2.32
22.35 38.30 9.98 -2.54
22.40 38.30 9.97 -2.81
22.45 38.30 9.94 -3.18
22.50 38.30 9.91 -3.55
22.55 38.30 9.87 -3.82
22.60 38.30 9.84 -4.05
22.65 38.30 9.87 -4.43
22.70 38.30 9.86 -4.76
22.75 38.30 9.75 -5.07
22.80 38.30 9.60 -5.35
22.85 38.30 9.48 -5.63
22.90 38.30 9.46 -5.99
22.95 38.30 9.40 -6.39
23.00 38.30 9.38 -6.84
23.05 38.30 9.38 -7.25
23.10 38.30 9.36 -7.62
23.15 38.30 9.33 -7.93
23.20 38.30 9.31 -8.15
23.25 38.30 9.28 -8.25
23.30 38.30 9.28 -8.27
23.35 38.30 9.24 -8.52
23.40 38.30 9.19 -8.89
23.45 38.30 9.11 -9.25
23.50 38.30 9.09 -9.45
23.55 38.30 9.14 -9.60
23.60 38.30 9.16 -9.74
23.65 38.30 9.17 -9.93
23.70 38.30 9.17 -10.14
23.75 38.30 9.15 -10.39
23.80 38.30 9.14 -10.59
23.85 38.30 9.17 -10.70
23.90 38.30 9.17 -10.83
23.95 38.30 9.15 -10.94
24.00 38.30 9.13 -11.03
24.05 38.30 9.10 -11.10
24.10 38.30 9.08 -11.17
24.15 38.30 9.06 -11.24
24.20 38.30 9.03 -11.31
24.25 38.30 9.01 -11.40
20.30 38.35 16.77 5.40
20.35 38.35 16.84 5.33
20.40 38.35 16.87 5.16
20.45 38.35 16.87 4.93
20.50 38.35 16.88 4.68
20.55 38.35 16.87 4.36
20.60 38.35 16.76 3.87
20.65 38.35 16.66 3.41
20.70 38.35 16.53 2.91
20.75 38.35 16.37 2.39
20.80 38.35 16.18 1.86
20.85 38.35 15.95 1.32
20.90 38.35 15.71 0.77
20.95 38.35 15.50 0.23
21.00 38.35 15.32 -0.30
21.05 38.35 15.14 -0.81
21.10 38.35 14.96 -1.29
21.15 38.35 14.81 -1.76
21.20 38.35 14.70 -2.24
21.25 38.35 14.62 -2.58
21.30 38.35 14.51 -2.36
21.35 38.35 13.79 -0.07
21.40 38.35 13.45 1.31
21.45 38.35 13.52 1.68
21.50 38.35 13.58 1.91
21.55 38.35 13.65 2.05
21.60 38.35 13.79 2.18
21.65 38.35 13.89 2.37
21.70 38.35 13.91 2.50
21.75 38.35 13.57 2.49
21.80 38.35 12.15 1.21
21.85 38.35 11.08 -0.35
21.90 38.35 10.94 -0.93
21.95 38.35 11.08 -0.97
22.00 38.35 10.93 -0.19
22.05 38.35 10.46 0.14
22.10 38.35 10.21 0.12
22.15 38.35 10.15 -0.24
22.20 38.35 10.17 -0.78
22.25 38.35 10.24 -1.28
22.30 38.35 10.21 -1.64
22.35 38.35 10.20 -2.03
22.40 38.35 10.18 -2.37
22.45 38.35 10.26 -2.73
22.50 38.35 10.25 -3.04
22.55 38.35 10.23 -3.32
22.60 38.35 10.31 -3.69
22.65 38.35 10.30 -4.02
22.70 38.35 10.29 -4.32
22.75 38.35 10.23 -4.65
22.80 38.35 10.12 -4.96
22.85 38.35 10.05 -5.35
22.90 38.35 9.99 -5.73
22.95 38.35 9.95 -6.15
23.00 38.35 9.90 -6.54
23.05 38.35 9.86 -6.92
23.10 38.35 9.82 -7.25
23.15 38.35 9.77 -7.49
23.20 38.35 9.72 -7.69
23.25 38.35 9.68 -7.84
23.30 38.35 9.66 -7.94
23.35 38.35 9.61 -8.21
23.40 38.35 9.55 -8.55
23.45 38.35 9.51 -8.81
23.50 38.35 9.50 -9.06
23.55 38.35 9.48 -9.29
23.60 38.35 9.47 -9.50
23.65 38.35 9.45 -9.67
23.70 38.35 9.42 -9.87
23.75 38.35 9.38 -10.07
23.80 38.35 9.35 -10.24
23.85 38.35 9.33 -10.38
23.90 38.35 9.32 -10.51
23.95 38.35 9.30 -10.61
24.00 38.35 9.28 -10.71
24.05 38.35 9.26 -10.83
24.10 38.35 9.24 -10.94
24.15 38.35 9.21 -11.01
24.20 38.35 9.17 -11.10
24.25 38.35 9.18 -11.30
20.35 38.40 17.13 5.31
20.40 38.40 17.15 5.08
20.45 38.40 17.16 4.81
20.50 38.40 17.16 4.49
20.55 38.40 17.17 4.19
20.60 38.40 17.08 3.78
20.65 38.40 16.99 3.32
20.70 38.40 16.89 2.86
20.75 38.40 16.75 2.39
20.80 38.40 16.58 1.89
20.85 38.40 16.39 1.38
20.90 38.40 16.20 0.86
20.95 38.40 16.02 0.34
21.00 38.40 15.86 -0.18
21.05 38.40 15.70 -0.69
21.10 38.40 15.52 -1.16
21.15 38.40 15.35 -1.62
21.20 38.40 15.14 -2.10
21.25 38.40 15.04 -2.50
21.30 38.40 14.81 -1.87
21.35 38.40 13.79 0.97
21.40 38.40 13.47 2.01
21.45 38.40 13.42 2.23
21.50 38.40 13.44 2.36
21.55 38.40 13.52 2.50
21.60 38.40 13.57 2.60
21.65 38.40 13.56 2.76
21.70 38.40 13.41 3.02
21.75 38.40 13.26 3.19
21.80 38.40 12.87 2.87
21.85 38.40 12.29 2.26
21.90 38.40 11.71 1.72
21.95 38.40 11.44 1.72
22.00 38.40 11.15 1.71
22.05 38.40 10.95 1.54
22.10 38.40 10.80 1.14
22.15 38.40 10.82 0.54
22.20 38.40 10.81 -0.14
22.25 38.40 10.73 -0.65
22.30 38.40 10.66 -1.11
22.35 38.40 10.65 -1.55
22.40 38.40 10.61 -1.99
22.45 38.40 10.66 -2.33
22.50 38.40 10.67 -2.63
22.55 38.40 10.62 -2.95
22.60 38.40 10.68 -3.31
22.65 38.40 10.68 -3.65
22.70 38.40 10.68 -3.94
22.75 38.40 10.71 -4.25
22.80 38.40 10.60 -4.68
22.85 38.40 10.58 -5.07
22.90 38.40 10.59 -5.52
22.95 38.40 10.47 -5.87
23.00 38.40 10.39 -6.23
23.05 38.40 10.32 -6.58
23.10 38.40 10.25 -6.88
23.15 38.40 10.19 -7.09
23.20 38.40 10.11 -7.30
23.25 38.40 10.03 -7.51
23.30 38.40 9.97 -7.74
23.35 38.40 9.91 -7.99
23.40 38.40 9.84 -8.25
23.45 38.40 9.82 -8.50
23.50 38.40 9.81 -8.73
23.55 38.40 9.80 -8.94
23.60 38.40 9.77 -9.16
23.65 38.40 9.73 -9.32
23.70 38.40 9.67 -9.50
23.75 38.40 9.60 -9.66
23.80 38.40 9.51 -9.86
23.85 38.40 9.51 -10.06
23.90 38.40 9.48 -10.21
23.95 38.40 9.45 -10.30
24.00 38.40 9.45 -10.46
24.05 38.40 9.45 -10.60
24.10 38.40 9.45 -10.73
24.15 38.40 9.44 -10.86
24.20 38.40 9.42 -11.06
24.25 38.40 9.42 -11.26
20.35 38.45 17.46 5.31
20.40 38.45 17.46 5.04
20.45 38.45 17.46 4.75
20.50 38.45 17.43 4.39
20.55 38.45 17.40 3.96
20.60 38.45 17.35 3.53
20.65 38.45 17.28 3.16
20.70 38.45 17.22 2.80
20.75 38.45 17.11 2.37
20.80 38.45 16.98 1.91
20.85 38.45 16.82 1.42
20.90 38.45 16.67 0.92
20.95 38.45 16.51 0.42
21.00 38.45 16.37 -0.08
21.05 38.45 16.23 -0.58
21.10 38.45 16.09 -1.04
21.15 38.45 15.96 -1.46
21.20 38.45 15.85 -1.94
21.25 38.45 15.63 -2.33
21.30 38.45 14.85 -0.87
21.35 38.45 13.94 2.01
21.40 38.45 13.69 2.55
21.45 38.45 13.60 2.71
21.50 38.45 13.53 2.76
21.55 38.45 13.52 2.88
21.60 38.45 13.49 3.05
21.65 38.45 13.35 3.34
21.70 38.45 13.15 3.42
21.75 38.45 13.00 3.40
21.80 38.45 12.86 3.28
21.85 38.45 12.56 3.10
21.90 38.45 12.11 2.92
21.95 38.45 11.75 2.75
22.00 38.45 11.64 2.37
22.05 38.45 11.57 1.86
22.10 38.45 11.53 1.36
22.15 38.45 11.50 0.85
22.20 38.45 11.44 0.35
22.25 38.45 11.36 -0.15
22.30 38.45 11.30 -0.63
22.35 38.45 11.25 -1.08
22.40 38.45 11.15 -1.54
22.45 38.45 11.10 -1.93
22.50 38.45 11.07 -2.29
22.55 38.45 11.03 -2.69
22.60 38.45 11.01 -3.07
22.65 38.45 11.03 -3.29
22.70 38.45 11.05 -3.60
22.75 38.45 11.06 -4.04
22.80 38.45 11.04 -4.44
22.85 38.45 11.01 -4.78
22.90 38.45 10.96 -5.19
22.95 38.45 10.90 -5.57
23.00 38.45 10.82 -5.92
23.05 38.45 10.74 -6.23
23.10 38.45 10.65 -6.52
23.15 38.45 10.55 -6.78
23.20 38.45 10.46 -7.04
23.25 38.45 10.37 -7.27
23.30 38.45 10.29 -7.51
23.35 38.45 10.21 -7.74
23.40 38.45 10.14 -7.96
23.45 38.45 10.10 -8.18
23.50 38.45 10.08 -8.39
23.55 38.45 10.09 -8.58
23.60 38.45 10.18 -8.70
23.65 38.45 10.07 -8.88
23.70 38.45 9.95 -9.09
23.75 38.45 9.83 -9.28
23.80 38.45 9.77 -9.55
23.85 38.45 9.71 -9.79
23.90 38.45 9.68 -10.00
23.95 38.45 9.68 -10.19
24.00 38.45 9.69 -10.35
24.05 38.45 9.70 -10.51
24.10 38.45 9.71 -10.61
24.15 38.45 9.71 -10.71
24.20 38.45 9.70 -11.00
24.25 38.45 9.69 -11.23
20.40 38.50 17.80 4.99
20.45 38.50 17.83 4.72
20.50 38.50 17.81 4.36
20.55 38.50 17.77 3.93
20.60 38.50 17.72 3.53
20.65 38.50 17.65 3.14
20.70 38.50 17.57 2.75
20.75 38.50 17.47 2.35
20.80 38.50 17.36 1.91
20.85 38.50 17.24 1.44
20.90 38.50 17.11 0.96
20.95 38.50 16.97 0.49
21.00 38.50 16.83 0.01
21.05 38.50 16.70 -0.46
21.10 38.50 16.57 -0.94
21.15 38.50 16.47 -1.34
21.20 38.50 16.42 -1.60
21.25 38.50 15.99 -1.38
21.30 38.50 14.57 1.29
21.35 38.50 13.93 2.97
21.40 38.50 13.81 3.25
21.45 38.50 13.69 3.39
21.50 38.50 13.60 3.46
21.55 38.50 13.49 3.55
21.60 38.50 13.40 3.67
21.65 38.50 13.24 3.80
21.70 38.50 13.06 3.83
21.75 38.50 12.93 3.71
21.80 38.50 12.82 3.56
21.85 38.50 12.65 3.43
21.90 38.50 12.45 3.22
21.95 38.50 12.30 2.89
22.00 38.50 12.19 2.50
22.05 38.50 12.12 2.02
22.10 38.50 12.05 1.55
22.15 38.50 12.00 1.11
22.20 38.50 11.96 0.73
22.25 38.50 11.89 0.26
22.30 38.50 11.82 -0.24
22.35 38.50 11.76 -0.70
22.40 38.50 11.70 -1.12
22.45 38.50 11.61 -1.50
22.50 38.50 11.54 -1.92
22.55 38.50 11.51 -2.37
22.60 38.50 11.43 -2.80
22.65 38.50 11.43 -3.12
22.70 38.50 11.43 -3.51
22.75 38.50 11.44 -3.92
22.80 38.50 11.42 -4.24
22.85 38.50 11.39 -4.60
22.90 38.50 11.35 -4.96
22.95 38.50 11.29 -5.31
23.00 38.50 11.19 -5.64
23.05 38.50 11.12 -5.97
23.10 38.50 11.02 -6.27
23.15 38.50 10.91 -6.51
23.20 38.50 10.84 -6.75
23.25 38.50 10.75 -6.98
23.30 38.50 10.65 -7.19
23.35 38.50 10.56 -7.38
23.40 38.50 10.44 -7.54
23.45 38.50 10.41 -7.80
23.50 38.50 10.36 -8.04
23.55 38.50 10.37 -8.24
23.60 38.50 10.39 -8.40
23.65 38.50 10.31 -8.56
23.70 38.50 10.19 -8.76
23.75 38.50 10.07 -9.00
23.80 38.50 9.95 -9.27
23.85 38.50 9.93 -9.58
23.90 38.50 9.92 -9.88
23.95 38.50 9.88 -10.13
24.00 38.50 9.91 -10.32
24.05 38.50 9.95 -10.48
24.10 38.50 9.97 -10.62
24.15 38.50 9.97 -10.78
24.20 38.50 9.97 -10.99
24.25 38.50 9.97 -11.23
20.40 38.55 18.20 4.99
20.45 38.55 18.21 4.66
20.50 38.55 18.26 4.37
20.55 38.55 18.25 3.97
20.60 38.55 18.18 3.54
20.65 38.55 18.09 3.14
20.70 38.55 17.97 2.76
20.75 38.55 17.85 2.36
20.80 38.55 17.74 1.91
20.85 38.55 17.64 1.44
20.90 38.55 17.52 0.98
20.95 38.55 17.40 0.54
21.00 38.55 17.27 0.10
21.05 38.55 17.13 -0.35
21.10 38.55 17.00 -0.82
21.15 38.55 16.91 -1.17
21.20 38.55 16.57 -0.99
21.25 38.55 15.54 1.43
21.30 38.55 14.47 3.88
21.35 38.55 14.04 4.18
21.40 38.55 13.90 4.20
21.45 38.55 13.76 4.27
21.50 38.55 13.63 4.27
21.55 38.55 13.50 4.24
21.60 38.55 13.36 4.22
21.65 38.55 13.25 4.19
21.70 38.55 13.12 4.15
21.75 38.55 13.06 3.90
21.80 38.55 12.97 3.70
21.85 38.55 12.88 3.52
21.90 38.55 12.78 3.34
21.95 38.55 12.71 3.05
22.00 38.55 12.63 2.61
22.05 38.55 12.56 2.14
22.10 38.55 12.50 1.71
22.15 38.55 12.44 1.31
22.20 38.55 12.40 0.95
22.25 38.55 12.38 0.54
22.30 38.55 12.34 0.08
22.35 38.55 12.27 -0.36
22.40 38.55 12.18 -0.78
22.45 38.55 12.09 -1.20
22.50 38.55 12.04 -1.62
22.55 38.55 12.00 -2.04
22.60 38.55 11.95 -2.45
22.65 38.55 11.91 -2.85
22.70 38.55 11.89 -3.27
22.75 38.55 11.87 -3.67
22.80 38.55 11.84 -4.02
22.85 38.55 11.81 -4.37
22.90 38.55 11.75 -4.73
22.95 38.55 11.68 -5.06
23.00 38.55 11.56 -5.40
23.05 38.55 11.47 -5.71
23.10 38.55 11.39 -5.98
23.15 38.55 11.30 -6.22
23.20 38.55 11.20 -6.46
23.25 38.55 11.12 -6.66
23.30 38.55 11.02 -6.85
23.35 38.55 10.92 -7.03
23.40 38.55 10.83 -7.24
23.45 38.55 10.75 -7.47
23.50 38.55 10.69 -7.72
23.55 38.55 10.61 -7.95
23.60 38.55 10.54 -8.12
23.65 38.55 10.46 -8.33
23.70 38.55 10.37 -8.52
23.75 38.55 10.25 -8.71
23.80 38.55 10.24 -9.10
23.85 38.55 10.26 -9.46
23.90 38.55 10.23 -9.79
23.95 38.55 10.19 -10.08
24.00 38.55 10.21 -10.30
24.05 38.55 10.24 -10.52
24.10 38.55 10.28 -10.58
24.15 38.55 10.29 -10.74
24.20 38.55 10.28 -10.98
24.25 38.55 10.27 -11.23
20.45 38.60 18.72 4.50
20.50 38.60 18.81 4.24
20.55 38.60 18.93 3.97
20.60 38.60 18.91 3.62
20.65 38.60 18.56 3.22
20.70 38.60 18.37 2.84
20.75 38.60 18.23 2.41
20.80 38.60 18.12 1.91
20.85 38.60 18.02 1.44
20.90 38.60 17.91 1.00
20.95 38.60 17.80 0.58
21.00 38.60 17.69 0.17
21.05 38.60 17.57 -0.26
21.10 38.60 17.44 -0.77
21.15 38.60 17.26 -1.14
21.20 38.60 16.22 1.31
21.25 38.60 15.15 4.25
21.30 38.60 14.41 5.05
21.35 38.60 14.17 5.17
21.40 38.60 13.87 5.39
21.45 38.60 13.78 5.26
21.50 38.60 13.68 5.25
21.55 38.60 13.60 5.05
21.60 38.60 13.54 4.66
21.65 38.60 13.47 4.45
21.70 38.60 13.42 4.23
21.75 38.60 13.35 4.02
21.80 38.60 13.28 3.81
21.85 38.60 13.20 3.62
21.90 38.60 13.12 3.51
21.95 38.60 13.06 3.19
22.00 38.60 13.04 2.68
22.05 38.60 12.99 2.25
22.10 38.60 12.94 1.85
22.15 38.60 12.90 1.49
22.20 38.60 12.85 1.19
22.25 38.60 12.86 0.71
22.30 38.60 12.85 0.27
22.35 38.60 12.79 -0.13
22.40 38.60 12.73 -0.53
22.45 38.60 12.63 -0.95
22.50 38.60 12.57 -1.36
22.55 38.60 12.51 -1.78
22.60 38.60 12.45 -2.18
22.65 38.60 12.40 -2.57
22.70 38.60 12.37 -2.99
22.75 38.60 12.34 -3.40
22.80 38.60 12.30 -3.81
22.85 38.60 12.26 -4.20
22.90 38.60 12.18 -4.49
22.95 38.60 12.11 -4.80
23.00 38.60 12.00 -5.09
23.05 38.60 11.90 -5.44
23.10 38.60 11.82 -5.67
23.15 38.60 11.72 -5.91
23.20 38.60 11.59 -6.15
23.25 38.60 11.49 -6.34
23.30 38.60 11.40 -6.50
23.35 38.60 11.30 -6.70
23.40 38.60 11.20 -6.93
23.45 38.60 11.09 -7.18
23.50 38.60 10.93 -7.45
23.55 38.60 10.84 -7.65
23.60 38.60 10.75 -7.83
23.65 38.60 10.69 -8.12
23.70 38.60 10.61 -8.40
23.75 38.60 10.60 -8.72
23.80 38.60 10.64 -9.07
23.85 38.60 10.63 -9.42
23.90 38.60 10.62 -9.74
23.95 38.60 10.60 -10.01
24.00 38.60 10.59 -10.25
24.05 38.60 10.59 -10.44
24.10 38.60 10.61 -10.55
24.15 38.60 10.60 -10.72
24.20 38.60 10.58 -10.96
24.25 38.60 10.58 -11.22
20.45 38.65 19.35 4.49
20.50 38.65 19.26 4.07
20.55 38.65 19.14 3.92
20.60 38.65 19.00 3.72
20.65 38.65 18.80 3.39
20.70 38.65 18.65 2.94
20.75 38.65 18.54 2.41
20.80 38.65 18.43 1.89
20.85 38.65 18.33 1.43
20.90 38.65 18.23 1.01
20.95 38.65 18.13 0.62
21.00 38.65 18.05 0.25
21.05 38.65 17.97 -0.14
21.10 38.65 17.96 -0.47
21.15 38.65 17.72 -0.23
21.20 38.65 15.80 3.56
21.25 38.65 14.84 5.33
21.30 38.65 14.49 5.80
21.35 38.65 14.24 5.87
21.40 38.65 14.03 5.97
21.45 38.65 13.98 5.82
21.50 38.65 13.94 5.69
21.55 38.65 13.94 5.28
21.60 38.65 13.92 4.91
21.65 38.65 13.86 4.62
21.70 38.65 13.83 4.37
21.75 38.65 13.75 4.14
21.80 38.65 13.67 3.92
21.85 38.65 13.59 3.71
21.90 38.65 13.55 3.49
21.95 38.65 13.51 3.15
22.00 38.65 13.49 2.75
22.05 38.65 13.45 2.35
22.10 38.65 13.41 1.96
22.15 38.65 13.38 1.61
22.20 38.65 13.36 1.24
22.25 38.65 13.35 0.83
22.30 38.65 13.34 0.42
22.35 38.65 13.30 0.06
22.40 38.65 13.29 -0.27
22.45 38.65 13.19 -0.70
22.50 38.65 13.10 -1.11
22.55 38.65 13.02 -1.52
22.60 38.65 12.91 -1.88
22.65 38.65 12.87 -2.30
22.70 38.65 12.87 -2.75
22.75 38.65 12.84 -3.15
22.80 38.65 12.80 -3.54
22.85 38.65 12.74 -3.88
22.90 38.65 12.68 -4.21
22.95 38.65 12.61 -4.54
23.00 38.65 12.56 -4.90
23.05 38.65 12.43 -5.10
23.10 38.65 12.31 -5.33
23.15 38.65 12.19 -5.56
23.20 38.65 12.06 -5.80
23.25 38.65 11.90 -5.98
23.30 38.65 11.80 -6.17
23.35 38.65 11.71 -6.41
23.40 38.65 11.60 -6.65
23.45 38.65 11.47 -6.89
23.50 38.65 11.33 -7.13
23.55 38.65 11.19 -7.32
23.60 38.65 11.04 -7.52
23.65 38.65 11.07 -7.98
23.70 38.65 11.03 -8.33
23.75 38.65 11.02 -8.71
23.80 38.65 11.02 -9.09
23.85 38.65 11.01 -9.43
23.90 38.65 10.98 -9.73
23.95 38.65 10.95 -10.00
24.00 38.65 10.93 -10.23
24.05 38.65 10.91 -10.39
24.10 38.65 10.87 -10.45
24.15 38.65 10.87 -10.67
24.20 38.65 10.91 -10.95
20.50 38.70 18.91 4.04
20.55 38.70 18.90 4.05
20.60 38.70 18.98 3.85
20.65 38.70 18.98 3.45
20.70 38.70 18.88 2.92
20.75 38.70 18.80 2.34
20.80 38.70 18.70 1.84
20.85 38.70 18.58 1.42
20.90 38.70 18.45 1.04
20.95 38.70 18.33 0.68
21.00 38.70 18.23 0.34
21.05 38.70 18.16 -0.00
21.10 38.70 18.08 -0.17
21.15 38.70 17.27 1.78
21.20 38.70 15.87 5.05
21.25 38.70 15.04 6.07
21.30 38.70 14.66 6.58
21.35 38.70 14.58 6.13
21.40 38.70 14.48 5.95
21.45 38.70 14.42 5.82
21.50 38.70 14.37 5.60
21.55 38.70 14.36 5.33
21.60 38.70 14.32 5.04
21.65 38.70 14.29 4.76
21.70 38.70 14.25 4.50
21.75 38.70 14.18 4.26
21.80 38.70 14.09 4.04
21.85 38.70 14.02 3.80
21.90 38.70 13.97 3.52
21.95 38.70 13.96 3.18
22.00 38.70 13.93 2.81
22.05 38.70 13.92 2.43
22.10 38.70 13.89 2.06
22.15 38.70 13.88 1.69
22.20 38.70 13.86 1.33
22.25 38.70 13.84 0.95
22.30 38.70 13.82 0.58
22.35 38.70 13.79 0.24
22.40 38.70 13.74 -0.12
22.45 38.70 13.68 -0.49
22.50 38.70 13.61 -0.88
22.55 38.70 13.54 -1.28
22.60 38.70 13.48 -1.68
22.65 38.70 13.43 -2.11
22.70 38.70 13.40 -2.52
22.75 38.70 13.36 -2.91
22.80 38.70 13.31 -3.26
22.85 38.70 13.25 -3.60
22.90 38.70 13.19 -3.92
22.95 38.70 13.12 -4.24
23.00 38.70 13.01 -4.50
23.05 38.70 12.92 -4.74
23.10 38.70 12.79 -4.97
23.15 38.70 12.66 -5.22
23.20 38.70 12.52 -5.45
23.25 38.70 12.38 -5.64
23.30 38.70 12.27 -5.87
23.35 38.70 12.18 -6.14
23.40 38.70 12.06 -6.38
23.45 38.70 11.93 -6.56
23.50 38.70 11.83 -6.83
23.55 38.70 11.71 -7.07
23.60 38.70 11.63 -7.44
23.65 38.70 11.59 -7.89
23.70 38.70 11.56 -8.29
23.75 38.70 11.53 -8.69
23.80 38.70 11.50 -9.10
23.85 38.70 11.40 -9.45
23.90 38.70 11.33 -9.74
23.95 38.70 11.26 -10.01
24.00 38.70 11.17 -10.23
24.05 38.70 11.08 -10.35
24.10 38.70 11.09 -10.48
24.15 38.70 11.08 -10.65
20.50 38.75 19.18 4.09
20.55 38.75 19.18 3.78
20.60 38.75 19.35 3.97
20.65 38.75 19.55 3.71
20.70 38.75 19.48 2.97
20.75 38.75 19.20 2.22
20.80 38.75 18.99 1.78
20.85 38.75 18.79 1.43
20.90 38.75 18.59 1.09
20.95 38.75 18.40 0.77
21.00 38.75 18.18 0.44
21.05 38.75 18.17 0.09
21.10 38.75 17.85 0.59
21.15 38.75 16.71 3.95
21.20 38.75 15.77 5.62
21.25 38.75 15.33 6.34
21.30 38.75 15.05 6.43
21.35 38.75 14.94 6.20
21.40 38.75 14.86 5.99
21.45 38.75 14.80 5.81
21.50 38.75 14.76 5.61
21.55 38.75 14.74 5.37
21.60 38.75 14.71 5.13
21.65 38.75 14.68 4.87
21.70 38.75 14.65 4.63
21.75 38.75 14.59 4.40
21.80 38.75 14.50 4.17
21.85 38.75 14.44 3.91
21.90 38.75 14.41 3.60
21.95 38.75 14.39 3.25
22.00 38.75 14.38 2.88
22.05 38.75 14.38 2.51
22.10 38.75 14.37 2.14
22.15 38.75 14.36 1.78
22.20 38.75 14.35 1.43
22.25 38.75 14.34 1.08
22.30 38.75 14.32 0.75
22.35 38.75 14.30 0.43
22.40 38.75 14.26 0.12
22.45 38.75 14.20 -0.22
22.50 38.75 14.13 -0.64
22.55 38.75 14.06 -1.07
22.60 38.75 14.00 -1.49
22.65 38.75 13.96 -1.90
22.70 38.75 13.91 -2.30
22.75 38.75 13.87 -2.66
22.80 38.75 13.82 -3.00
22.85 38.75 13.76 -3.30
22.90 38.75 13.69 -3.59
22.95 38.75 13.59 -3.87
23.00 38.75 13.44 -4.17
23.05 38.75 13.31 -4.43
23.10 38.75 13.23 -4.59
23.15 38.75 13.11 -4.84
23.20 38.75 12.97 -5.09
23.25 38.75 12.86 -5.32
23.30 38.75 12.75 -5.56
23.35 38.75 12.67 -5.87
23.40 38.75 12.60 -6.10
23.45 38.75 12.49 -6.27
23.50 38.75 12.39 -6.59
23.55 38.75 12.30 -6.97
23.60 38.75 12.23 -7.39
23.65 38.75 12.17 -7.81
23.70 38.75 12.09 -8.21
23.75 38.75 12.09 -8.67
23.80 38.75 12.09 -9.13
20.55 38.80 19.61 3.31
20.60 38.80 19.85 3.29
20.65 38.80 20.02 3.48
20.70 38.80 19.82 2.75
20.75 38.80 19.47 2.10
20.80 38.80 19.19 1.76
20.85 38.80 18.95 1.45
20.90 38.80 18.72 1.16
20.95 38.80 18.48 0.81
